Statisticna_regija,ID_Statisticna_regija,SNOMED_CT,Naziv,Datum_cepljenja,St_cepljenj
,,46233009,Gripa,2023-10-04,1
,,46233009,Gripa,2023-10-10,2
,,46233009,Gripa,2023-10-17,5
,,46233009,Gripa,2023-10-23,2
,,46233009,Gripa,2023-10-26,12
,,46233009,Gripa,2023-11-02,5
,,46233009,Gripa,2023-11-08,6
,,46233009,Gripa,2023-11-21,5
,,46233009,Gripa,2023-11-24,5
,,46233009,Gripa,2023-12-01,2
,,46233009,Gripa,2023-12-04,1
,,46233009,Gripa,2023-12-07,3
,,46233009,Gripa,2023-12-20,1
,,46233009,Gripa,2024-01-05,1
,,46233009,Gripa,2024-01-24,4
,,46233009,Gripa,2024-02-06,1
,,46233009,Gripa,2024-03-06,1
,,46233009,Gripa,2024-10-04,2
,,46233009,Gripa,2024-10-07,7
,,46233009,Gripa,2024-10-14,5
,,46233009,Gripa,2024-10-17,8
,,46233009,Gripa,2024-10-23,9
,,46233009,Gripa,2024-10-30,8
,,46233009,Gripa,2024-11-02,1
,,46233009,Gripa,2024-11-05,6
,,46233009,Gripa,2024-11-12,5
,,46233009,Gripa,2024-11-15,3
,,46233009,Gripa,2024-11-18,4
,,46233009,Gripa,2024-11-21,5
,,46233009,Gripa,2024-11-28,6
,,46233009,Gripa,2024-12-04,2
,,46233009,Gripa,2024-12-30,1
,,46233009,Gripa,2025-01-15,1
,,46233009,Gripa,2025-01-21,1
,,46233009,Gripa,2025-02-10,1
,,46233009,Gripa,2025-10-09,1
,,46233009,Gripa,2025-10-28,9
,,46233009,Gripa,2025-11-03,6
,,46233009,Gripa,2025-11-10,5
,,46233009,Gripa,2025-11-13,2
,,46233009,Gripa,2025-11-26,1
,,46233009,Gripa,2023-10-09,3
,,46233009,Gripa,2023-10-12,2
,,46233009,Gripa,2023-10-18,7
,,46233009,Gripa,2023-10-25,7
,,46233009,Gripa,2023-11-03,2
,,46233009,Gripa,2023-11-10,6
,,46233009,Gripa,2023-11-13,18
,,46233009,Gripa,2023-11-16,6
,,46233009,Gripa,2023-11-23,6
,,46233009,Gripa,2023-11-29,2
,,46233009,Gripa,2023-12-12,5
,,46233009,Gripa,2023-12-15,3
,,46233009,Gripa,2023-12-18,1
,,46233009,Gripa,2023-12-28,1
,,46233009,Gripa,2024-01-03,2
,,46233009,Gripa,2024-03-30,1
,,46233009,Gripa,2024-10-09,3
,,46233009,Gripa,2024-10-15,4
,,46233009,Gripa,2024-10-22,5
,,46233009,Gripa,2024-10-25,7
,,46233009,Gripa,2024-10-28,4
,,46233009,Gripa,2024-11-04,10
,,46233009,Gripa,2024-11-07,9
,,46233009,Gripa,2024-11-13,7
,,46233009,Gripa,2024-11-20,1
,,46233009,Gripa,2024-11-23,1
,,46233009,Gripa,2024-11-26,6
,,46233009,Gripa,2024-11-29,1
,,46233009,Gripa,2024-12-06,3
,,46233009,Gripa,2024-12-09,5
,,46233009,Gripa,2024-12-12,1
,,46233009,Gripa,2024-12-19,4
,,46233009,Gripa,2025-01-07,1
,,46233009,Gripa,2025-01-10,3
,,46233009,Gripa,2025-01-13,1
,,46233009,Gripa,2025-01-23,1
,,46233009,Gripa,2025-02-05,1
,,46233009,Gripa,2025-02-18,2
,,46233009,Gripa,2025-04-23,1
,,46233009,Gripa,2025-10-20,20
,,46233009,Gripa,2025-10-23,15
,,46233009,Gripa,2025-11-02,1
,,46233009,Gripa,2025-11-05,9
,,46233009,Gripa,2025-11-08,1
,,46233009,Gripa,2025-11-11,13
,,46233009,Gripa,2025-11-18,10
,,46233009,Gripa,2025-11-21,5
,,46233009,Gripa,2025-11-24,8
,,46233009,Gripa,2023-10-03,1
,,46233009,Gripa,2023-10-06,3
,,46233009,Gripa,2023-10-13,9
,,46233009,Gripa,2023-10-16,7
,,46233009,Gripa,2023-10-19,7
,,46233009,Gripa,2023-11-04,2
,,46233009,Gripa,2023-11-07,4
,,46233009,Gripa,2023-11-14,17
,,46233009,Gripa,2023-11-17,6
,,46233009,Gripa,2023-11-20,3
,,46233009,Gripa,2023-11-27,4
,,46233009,Gripa,2023-11-30,3
,,46233009,Gripa,2023-12-06,2
,,46233009,Gripa,2023-12-22,1
,,46233009,Gripa,2024-01-04,2
,,46233009,Gripa,2024-01-11,1
,,46233009,Gripa,2024-10-03,2
,,46233009,Gripa,2024-10-10,5
,,46233009,Gripa,2024-10-16,4
,,46233009,Gripa,2024-10-26,1
,,46233009,Gripa,2024-10-29,9
,,46233009,Gripa,2024-11-08,8
,,46233009,Gripa,2024-11-11,11
,,46233009,Gripa,2024-11-14,9
,,46233009,Gripa,2024-11-27,2
,,46233009,Gripa,2024-12-03,3
,,46233009,Gripa,2024-12-10,6
,,46233009,Gripa,2024-12-13,2
,,46233009,Gripa,2025-01-08,1
,,46233009,Gripa,2025-01-14,3
,,46233009,Gripa,2025-01-17,3
,,46233009,Gripa,2025-02-06,1
,,46233009,Gripa,2025-03-13,1
,,46233009,Gripa,2025-04-14,2
,,46233009,Gripa,2025-10-14,5
,,46233009,Gripa,2025-10-21,7
,,46233009,Gripa,2025-10-24,3
,,46233009,Gripa,2025-10-27,32
,,46233009,Gripa,2025-10-30,5
,,46233009,Gripa,2025-11-06,11
,,46233009,Gripa,2025-11-12,6
,,46233009,Gripa,2025-11-15,1
,,46233009,Gripa,2025-11-19,5
,,46233009,Gripa,2025-11-25,6
,,46233009,Gripa,2023-10-05,1
,,46233009,Gripa,2023-10-11,4
,,46233009,Gripa,2023-10-21,2
,,46233009,Gripa,2023-10-24,14
,,46233009,Gripa,2023-10-27,19
,,46233009,Gripa,2023-10-30,2
,,46233009,Gripa,2023-11-06,3
,,46233009,Gripa,2023-11-09,9
,,46233009,Gripa,2023-11-15,14
,,46233009,Gripa,2023-11-22,7
,,46233009,Gripa,2023-11-28,4
,,46233009,Gripa,2023-12-05,5
,,46233009,Gripa,2023-12-11,2
,,46233009,Gripa,2023-12-14,6
,,46233009,Gripa,2023-12-21,2
,,46233009,Gripa,2024-01-12,2
,,46233009,Gripa,2024-01-25,3
,,46233009,Gripa,2024-02-13,1
,,46233009,Gripa,2024-09-25,1
,,46233009,Gripa,2024-10-02,3
,,46233009,Gripa,2024-10-08,10
,,46233009,Gripa,2024-10-11,4
,,46233009,Gripa,2024-10-18,4
,,46233009,Gripa,2024-10-21,8
,,46233009,Gripa,2024-10-24,10
,,46233009,Gripa,2024-11-06,16
,,46233009,Gripa,2024-11-09,2
,,46233009,Gripa,2024-11-16,1
,,46233009,Gripa,2024-11-19,3
,,46233009,Gripa,2024-11-22,5
,,46233009,Gripa,2024-11-25,3
,,46233009,Gripa,2024-12-02,6
,,46233009,Gripa,2024-12-05,4
,,46233009,Gripa,2024-12-11,3
,,46233009,Gripa,2024-12-18,1
,,46233009,Gripa,2024-12-24,1
,,46233009,Gripa,2025-01-03,1
,,46233009,Gripa,2025-01-06,5
,,46233009,Gripa,2025-01-09,1
,,46233009,Gripa,2025-01-16,4
,,46233009,Gripa,2025-10-16,1
,,46233009,Gripa,2025-10-22,16
,,46233009,Gripa,2025-10-29,19
,,46233009,Gripa,2025-11-04,14
,,46233009,Gripa,2025-11-07,9
,,46233009,Gripa,2025-11-14,11
,,46233009,Gripa,2025-11-17,3
,,46233009,Gripa,2025-11-20,7
,,46233009,Gripa,2025-11-27,7
,,840534001,COVID-19,2023-09-08,1
,,840534001,COVID-19,2023-10-13,1
,,840534001,COVID-19,2023-10-20,1
,,840534001,COVID-19,2023-10-23,1
,,840534001,COVID-19,2023-10-26,2
,,840534001,COVID-19,2023-11-08,2
,,840534001,COVID-19,2023-11-24,3
,,840534001,COVID-19,2023-12-07,2
,,840534001,COVID-19,2023-12-20,1
,,840534001,COVID-19,2024-01-11,2
,,840534001,COVID-19,2024-03-22,1
,,840534001,COVID-19,2024-10-10,1
,,840534001,COVID-19,2024-10-14,1
,,840534001,COVID-19,2024-10-17,2
,,840534001,COVID-19,2024-10-23,1
,,840534001,COVID-19,2024-11-02,1
,,840534001,COVID-19,2024-11-08,3
,,840534001,COVID-19,2024-11-18,1
,,840534001,COVID-19,2024-11-21,4
,,840534001,COVID-19,2025-10-28,2
,,840534001,COVID-19,2025-11-19,1
,,840534001,COVID-19,2023-09-22,1
,,840534001,COVID-19,2023-10-11,1
,,840534001,COVID-19,2023-10-24,7
,,840534001,COVID-19,2023-10-27,2
,,840534001,COVID-19,2023-11-02,2
,,840534001,COVID-19,2023-11-06,1
,,840534001,COVID-19,2023-11-09,1
,,840534001,COVID-19,2023-11-22,4
,,840534001,COVID-19,2023-11-28,1
,,840534001,COVID-19,2023-12-01,1
,,840534001,COVID-19,2023-12-08,2
,,840534001,COVID-19,2023-12-14,5
,,840534001,COVID-19,2023-12-27,1
,,840534001,COVID-19,2024-10-08,5
,,840534001,COVID-19,2024-10-18,1
,,840534001,COVID-19,2024-10-21,2
,,840534001,COVID-19,2024-10-24,1
,,840534001,COVID-19,2024-11-12,1
,,840534001,COVID-19,2024-11-19,2
,,840534001,COVID-19,2024-11-22,2
,,840534001,COVID-19,2024-11-25,2
,,840534001,COVID-19,2024-12-11,1
,,840534001,COVID-19,2024-12-24,1
,,840534001,COVID-19,2025-01-22,1
,,840534001,COVID-19,2025-10-16,1
,,840534001,COVID-19,2025-10-22,2
,,840534001,COVID-19,2025-11-04,1
,,840534001,COVID-19,2025-11-14,1
,,840534001,COVID-19,2025-11-17,1
Gorenjska,9,46233009,Gripa,2023-09-27,6
Gorenjska,9,46233009,Gripa,2023-10-03,35
Gorenjska,9,46233009,Gripa,2023-10-06,91
Gorenjska,9,46233009,Gripa,2023-10-13,352
Gorenjska,9,46233009,Gripa,2023-10-16,363
Gorenjska,9,46233009,Gripa,2023-10-19,381
Gorenjska,9,46233009,Gripa,2023-10-26,546
Gorenjska,9,46233009,Gripa,2023-11-04,1
Gorenjska,9,46233009,Gripa,2023-11-11,3
Gorenjska,9,46233009,Gripa,2023-11-14,164
Gorenjska,9,46233009,Gripa,2023-11-17,112
Gorenjska,9,46233009,Gripa,2023-11-20,53
Gorenjska,9,46233009,Gripa,2023-11-27,36
Gorenjska,9,46233009,Gripa,2023-11-30,202
Gorenjska,9,46233009,Gripa,2023-12-06,138
Gorenjska,9,46233009,Gripa,2023-12-13,92
Gorenjska,9,46233009,Gripa,2023-12-19,85
Gorenjska,9,46233009,Gripa,2023-12-29,7
Gorenjska,9,46233009,Gripa,2024-01-04,25
Gorenjska,9,46233009,Gripa,2024-01-11,33
Gorenjska,9,46233009,Gripa,2024-01-17,23
Gorenjska,9,46233009,Gripa,2024-01-30,7
Gorenjska,9,46233009,Gripa,2024-02-02,3
Gorenjska,9,46233009,Gripa,2024-02-09,1
Gorenjska,9,46233009,Gripa,2024-02-15,5
Gorenjska,9,46233009,Gripa,2024-02-28,1
Gorenjska,9,46233009,Gripa,2024-03-05,1
Gorenjska,9,46233009,Gripa,2024-03-15,1
Gorenjska,9,46233009,Gripa,2024-03-28,2
Gorenjska,9,46233009,Gripa,2024-09-17,1
Gorenjska,9,46233009,Gripa,2024-09-27,24
Gorenjska,9,46233009,Gripa,2024-09-30,12
Gorenjska,9,46233009,Gripa,2024-10-07,211
Gorenjska,9,46233009,Gripa,2024-10-10,197
Gorenjska,9,46233009,Gripa,2024-10-16,210
Gorenjska,9,46233009,Gripa,2024-10-23,308
Gorenjska,9,46233009,Gripa,2024-10-26,1
Gorenjska,9,46233009,Gripa,2024-10-29,232
Gorenjska,9,46233009,Gripa,2024-11-08,97
Gorenjska,9,46233009,Gripa,2024-11-11,159
Gorenjska,9,46233009,Gripa,2024-11-14,214
Gorenjska,9,46233009,Gripa,2024-11-21,172
Gorenjska,9,46233009,Gripa,2024-11-27,149
Gorenjska,9,46233009,Gripa,2024-12-10,38
Gorenjska,9,46233009,Gripa,2024-12-13,28
Gorenjska,9,46233009,Gripa,2024-12-16,32
Gorenjska,9,46233009,Gripa,2024-12-23,26
Gorenjska,9,46233009,Gripa,2025-01-08,206
Gorenjska,9,46233009,Gripa,2025-01-14,64
Gorenjska,9,46233009,Gripa,2025-01-21,35
Gorenjska,9,46233009,Gripa,2025-01-24,5
Gorenjska,9,46233009,Gripa,2025-01-27,8
Gorenjska,9,46233009,Gripa,2025-01-30,7
Gorenjska,9,46233009,Gripa,2025-02-06,8
Gorenjska,9,46233009,Gripa,2025-02-12,1
Gorenjska,9,46233009,Gripa,2025-02-19,11
Gorenjska,9,46233009,Gripa,2025-02-25,1
Gorenjska,9,46233009,Gripa,2025-04-01,1
Gorenjska,9,46233009,Gripa,2025-10-08,5
Gorenjska,9,46233009,Gripa,2025-10-14,42
Gorenjska,9,46233009,Gripa,2025-10-21,545
Gorenjska,9,46233009,Gripa,2025-10-24,925
Gorenjska,9,46233009,Gripa,2025-10-27,271
Gorenjska,9,46233009,Gripa,2025-11-03,408
Gorenjska,9,46233009,Gripa,2025-11-06,611
Gorenjska,9,46233009,Gripa,2025-11-12,360
Gorenjska,9,46233009,Gripa,2025-11-19,331
Gorenjska,9,46233009,Gripa,2025-11-22,6
Gorenjska,9,46233009,Gripa,2025-11-25,219
Gorenjska,9,46233009,Gripa,2023-09-29,18
Gorenjska,9,46233009,Gripa,2023-10-02,15
Gorenjska,9,46233009,Gripa,2023-10-09,144
Gorenjska,9,46233009,Gripa,2023-10-12,128
Gorenjska,9,46233009,Gripa,2023-10-15,1
Gorenjska,9,46233009,Gripa,2023-10-18,258
Gorenjska,9,46233009,Gripa,2023-10-22,2
Gorenjska,9,46233009,Gripa,2023-10-25,240
Gorenjska,9,46233009,Gripa,2023-11-07,422
Gorenjska,9,46233009,Gripa,2023-11-10,125
Gorenjska,9,46233009,Gripa,2023-11-13,100
Gorenjska,9,46233009,Gripa,2023-11-16,239
Gorenjska,9,46233009,Gripa,2023-11-23,232
Gorenjska,9,46233009,Gripa,2023-11-29,177
Gorenjska,9,46233009,Gripa,2023-12-09,2
Gorenjska,9,46233009,Gripa,2023-12-12,68
Gorenjska,9,46233009,Gripa,2023-12-15,28
Gorenjska,9,46233009,Gripa,2023-12-22,22
Gorenjska,9,46233009,Gripa,2023-12-25,2
Gorenjska,9,46233009,Gripa,2023-12-28,9
Gorenjska,9,46233009,Gripa,2024-01-10,29
Gorenjska,9,46233009,Gripa,2024-01-16,17
Gorenjska,9,46233009,Gripa,2024-01-23,7
Gorenjska,9,46233009,Gripa,2024-01-26,6
Gorenjska,9,46233009,Gripa,2024-01-29,4
Gorenjska,9,46233009,Gripa,2024-02-05,3
Gorenjska,9,46233009,Gripa,2024-02-14,4
Gorenjska,9,46233009,Gripa,2024-02-21,4
Gorenjska,9,46233009,Gripa,2024-02-27,2
Gorenjska,9,46233009,Gripa,2024-09-26,3
Gorenjska,9,46233009,Gripa,2024-10-03,46
Gorenjska,9,46233009,Gripa,2024-10-09,199
Gorenjska,9,46233009,Gripa,2024-10-12,18
Gorenjska,9,46233009,Gripa,2024-10-22,514
Gorenjska,9,46233009,Gripa,2024-10-25,541
Gorenjska,9,46233009,Gripa,2024-10-28,109
Gorenjska,9,46233009,Gripa,2024-11-04,124
Gorenjska,9,46233009,Gripa,2024-11-07,292
Gorenjska,9,46233009,Gripa,2024-11-17,3
Gorenjska,9,46233009,Gripa,2024-11-20,171
Gorenjska,9,46233009,Gripa,2024-11-23,4
Gorenjska,9,46233009,Gripa,2024-11-26,128
Gorenjska,9,46233009,Gripa,2024-12-03,56
Gorenjska,9,46233009,Gripa,2024-12-06,36
Gorenjska,9,46233009,Gripa,2024-12-09,26
Gorenjska,9,46233009,Gripa,2024-12-12,40
Gorenjska,9,46233009,Gripa,2024-12-19,53
Gorenjska,9,46233009,Gripa,2024-12-22,2
Gorenjska,9,46233009,Gripa,2024-12-28,1
Gorenjska,9,46233009,Gripa,2025-01-07,122
Gorenjska,9,46233009,Gripa,2025-01-10,39
Gorenjska,9,46233009,Gripa,2025-01-17,16
Gorenjska,9,46233009,Gripa,2025-01-20,12
Gorenjska,9,46233009,Gripa,2025-01-23,22
Gorenjska,9,46233009,Gripa,2025-02-05,8
Gorenjska,9,46233009,Gripa,2025-02-11,5
Gorenjska,9,46233009,Gripa,2025-02-18,4
Gorenjska,9,46233009,Gripa,2025-02-21,4
Gorenjska,9,46233009,Gripa,2025-03-03,1
Gorenjska,9,46233009,Gripa,2025-03-06,1
Gorenjska,9,46233009,Gripa,2025-04-23,1
Gorenjska,9,46233009,Gripa,2025-10-10,1
Gorenjska,9,46233009,Gripa,2025-10-17,20
Gorenjska,9,46233009,Gripa,2025-10-20,932
Gorenjska,9,46233009,Gripa,2025-10-23,691
Gorenjska,9,46233009,Gripa,2025-10-30,234
Gorenjska,9,46233009,Gripa,2025-11-02,2
Gorenjska,9,46233009,Gripa,2025-11-05,767
Gorenjska,9,46233009,Gripa,2025-11-08,4
Gorenjska,9,46233009,Gripa,2025-11-15,4
Gorenjska,9,46233009,Gripa,2025-11-18,293
Gorenjska,9,46233009,Gripa,2025-11-21,86
Gorenjska,9,46233009,Gripa,2025-11-24,88
,,840534001,COVID-19,2023-10-12,3
,,840534001,COVID-19,2023-10-18,2
,,840534001,COVID-19,2023-10-21,1
,,840534001,COVID-19,2023-11-13,3
,,840534001,COVID-19,2023-11-16,2
,,840534001,COVID-19,2023-12-05,3
,,840534001,COVID-19,2023-12-21,2
,,840534001,COVID-19,2023-12-28,1
,,840534001,COVID-19,2024-10-02,1
,,840534001,COVID-19,2024-10-28,1
,,840534001,COVID-19,2024-11-07,2
,,840534001,COVID-19,2024-11-13,1
,,840534001,COVID-19,2024-11-26,1
,,840534001,COVID-19,2025-01-07,1
,,840534001,COVID-19,2025-01-10,1
,,840534001,COVID-19,2025-01-29,2
,,840534001,COVID-19,2025-05-28,1
,,840534001,COVID-19,2025-10-07,1
,,840534001,COVID-19,2025-10-20,2
,,840534001,COVID-19,2025-10-23,3
,,840534001,COVID-19,2025-10-29,2
,,840534001,COVID-19,2025-11-05,1
,,840534001,COVID-19,2025-11-18,1
,,840534001,COVID-19,2025-11-21,2
,,840534001,COVID-19,2025-11-24,2
Gorenjska,9,46233009,Gripa,2023-09-28,6
Gorenjska,9,46233009,Gripa,2023-10-05,60
Gorenjska,9,46233009,Gripa,2023-10-11,167
Gorenjska,9,46233009,Gripa,2023-10-21,995
Gorenjska,9,46233009,Gripa,2023-10-24,292
Gorenjska,9,46233009,Gripa,2023-10-27,180
Gorenjska,9,46233009,Gripa,2023-11-03,60
Gorenjska,9,46233009,Gripa,2023-11-06,111
Gorenjska,9,46233009,Gripa,2023-11-09,363
Gorenjska,9,46233009,Gripa,2023-11-22,239
Gorenjska,9,46233009,Gripa,2023-11-25,2
Gorenjska,9,46233009,Gripa,2023-11-28,127
Gorenjska,9,46233009,Gripa,2023-12-05,57
Gorenjska,9,46233009,Gripa,2023-12-08,39
Gorenjska,9,46233009,Gripa,2023-12-11,29
Gorenjska,9,46233009,Gripa,2023-12-18,26
Gorenjska,9,46233009,Gripa,2023-12-21,59
Gorenjska,9,46233009,Gripa,2023-12-27,6
Gorenjska,9,46233009,Gripa,2024-01-03,6
Gorenjska,9,46233009,Gripa,2024-01-09,23
Gorenjska,9,46233009,Gripa,2024-01-12,11
Gorenjska,9,46233009,Gripa,2024-01-19,7
Gorenjska,9,46233009,Gripa,2024-01-22,9
Gorenjska,9,46233009,Gripa,2024-01-25,14
Gorenjska,9,46233009,Gripa,2024-02-01,4
Gorenjska,9,46233009,Gripa,2024-02-07,5
Gorenjska,9,46233009,Gripa,2024-02-20,2
Gorenjska,9,46233009,Gripa,2024-02-23,1
Gorenjska,9,46233009,Gripa,2024-10-02,32
Gorenjska,9,46233009,Gripa,2024-10-08,212
Gorenjska,9,46233009,Gripa,2024-10-15,263
Gorenjska,9,46233009,Gripa,2024-10-18,354
Gorenjska,9,46233009,Gripa,2024-10-21,474
Gorenjska,9,46233009,Gripa,2024-10-24,1258
Gorenjska,9,46233009,Gripa,2024-11-03,3
Gorenjska,9,46233009,Gripa,2024-11-06,413
Gorenjska,9,46233009,Gripa,2024-11-09,3
Gorenjska,9,46233009,Gripa,2024-11-13,293
Gorenjska,9,46233009,Gripa,2024-11-19,147
Gorenjska,9,46233009,Gripa,2024-11-22,105
Gorenjska,9,46233009,Gripa,2024-11-29,58
Gorenjska,9,46233009,Gripa,2024-12-02,44
Gorenjska,9,46233009,Gripa,2024-12-05,74
Gorenjska,9,46233009,Gripa,2024-12-08,2
Gorenjska,9,46233009,Gripa,2024-12-18,38
Gorenjska,9,46233009,Gripa,2024-12-24,11
Gorenjska,9,46233009,Gripa,2024-12-31,3
Gorenjska,9,46233009,Gripa,2025-01-03,3
Gorenjska,9,46233009,Gripa,2025-01-06,18
Gorenjska,9,46233009,Gripa,2025-01-13,27
Gorenjska,9,46233009,Gripa,2025-01-16,43
Gorenjska,9,46233009,Gripa,2025-01-22,52
Gorenjska,9,46233009,Gripa,2025-01-29,5
Gorenjska,9,46233009,Gripa,2025-02-04,6
Gorenjska,9,46233009,Gripa,2025-02-07,4
Gorenjska,9,46233009,Gripa,2025-02-14,5
Gorenjska,9,46233009,Gripa,2025-02-17,1
Gorenjska,9,46233009,Gripa,2025-02-20,4
Gorenjska,9,46233009,Gripa,2025-03-05,3
Gorenjska,9,46233009,Gripa,2025-03-18,1
Gorenjska,9,46233009,Gripa,2025-03-24,1
Gorenjska,9,46233009,Gripa,2025-04-22,1
Gorenjska,9,46233009,Gripa,2025-07-28,1
Gorenjska,9,46233009,Gripa,2025-10-13,6
Gorenjska,9,46233009,Gripa,2025-10-16,26
Gorenjska,9,46233009,Gripa,2025-10-29,320
Gorenjska,9,46233009,Gripa,2025-11-01,2
Gorenjska,9,46233009,Gripa,2025-11-04,619
Gorenjska,9,46233009,Gripa,2025-11-11,376
Gorenjska,9,46233009,Gripa,2025-11-14,206
Gorenjska,9,46233009,Gripa,2025-11-17,327
Gorenjska,9,46233009,Gripa,2025-11-20,246
Gorenjska,9,46233009,Gripa,2025-11-27,123
,,840534001,COVID-19,2023-10-16,1
,,840534001,COVID-19,2023-10-25,3
,,840534001,COVID-19,2023-11-04,1
,,840534001,COVID-19,2023-11-07,2
,,840534001,COVID-19,2023-11-14,3
,,840534001,COVID-19,2023-11-17,1
,,840534001,COVID-19,2023-11-20,2
,,840534001,COVID-19,2023-11-23,3
,,840534001,COVID-19,2023-12-06,1
,,840534001,COVID-19,2023-12-19,1
,,840534001,COVID-19,2023-12-22,4
,,840534001,COVID-19,2024-01-04,2
,,840534001,COVID-19,2024-06-06,1
,,840534001,COVID-19,2024-09-30,2
,,840534001,COVID-19,2024-10-16,1
,,840534001,COVID-19,2024-10-26,1
,,840534001,COVID-19,2024-11-11,1
,,840534001,COVID-19,2024-11-14,1
,,840534001,COVID-19,2024-12-10,2
,,840534001,COVID-19,2024-12-13,1
,,840534001,COVID-19,2024-12-19,1
,,840534001,COVID-19,2025-01-14,1
,,840534001,COVID-19,2025-06-11,1
,,840534001,COVID-19,2025-10-14,1
,,840534001,COVID-19,2025-10-24,1
,,840534001,COVID-19,2025-10-27,5
,,840534001,COVID-19,2025-11-06,1
,,840534001,COVID-19,2025-11-12,2
,,840534001,COVID-19,2025-11-15,1
,,840534001,COVID-19,2025-11-25,1
Gorenjska,9,840534001,COVID-19,2023-09-21,1
Gorenjska,9,840534001,COVID-19,2023-10-10,91
Gorenjska,9,840534001,COVID-19,2023-10-17,114
Gorenjska,9,840534001,COVID-19,2023-10-20,172
Gorenjska,9,840534001,COVID-19,2023-10-23,6
Gorenjska,9,840534001,COVID-19,2023-10-26,281
Gorenjska,9,840534001,COVID-19,2023-11-02,13
Gorenjska,9,840534001,COVID-19,2023-11-08,211
Gorenjska,9,840534001,COVID-19,2023-11-18,3
Gorenjska,9,840534001,COVID-19,2023-11-21,38
Gorenjska,9,840534001,COVID-19,2023-11-24,28
Gorenjska,9,840534001,COVID-19,2023-12-01,44
Gorenjska,9,840534001,COVID-19,2023-12-04,16
Gorenjska,9,840534001,COVID-19,2023-12-07,58
Gorenjska,9,840534001,COVID-19,2023-12-20,17
Gorenjska,9,840534001,COVID-19,2024-01-15,3
Gorenjska,9,840534001,COVID-19,2024-01-18,6
Gorenjska,9,840534001,COVID-19,2024-01-24,8
Gorenjska,9,840534001,COVID-19,2024-02-29,3
Gorenjska,9,840534001,COVID-19,2024-03-25,1
Gorenjska,9,840534001,COVID-19,2024-04-10,4
Gorenjska,9,840534001,COVID-19,2024-04-23,1
Gorenjska,9,840534001,COVID-19,2024-06-20,1
Gorenjska,9,840534001,COVID-19,2024-09-18,14
Gorenjska,9,840534001,COVID-19,2024-10-04,3
Gorenjska,9,840534001,COVID-19,2024-10-07,43
Gorenjska,9,840534001,COVID-19,2024-10-14,5
Gorenjska,9,840534001,COVID-19,2024-10-17,48
Gorenjska,9,840534001,COVID-19,2024-10-23,58
Gorenjska,9,840534001,COVID-19,2024-10-30,16
Gorenjska,9,840534001,COVID-19,2024-11-05,32
Gorenjska,9,840534001,COVID-19,2024-11-12,43
Gorenjska,9,840534001,COVID-19,2024-11-15,24
Gorenjska,9,840534001,COVID-19,2024-11-18,63
Gorenjska,9,840534001,COVID-19,2024-11-21,14
Gorenjska,9,840534001,COVID-19,2024-11-28,21
Gorenjska,9,840534001,COVID-19,2024-12-04,5
Gorenjska,9,840534001,COVID-19,2024-12-17,10
Gorenjska,9,840534001,COVID-19,2024-12-20,2
Gorenjska,9,840534001,COVID-19,2025-01-21,5
Gorenjska,9,840534001,COVID-19,2025-02-19,2
Gorenjska,9,840534001,COVID-19,2025-04-15,1
Gorenjska,9,840534001,COVID-19,2025-06-05,1
Gorenjska,9,840534001,COVID-19,2025-09-29,2
Gorenjska,9,840534001,COVID-19,2025-10-02,2
Gorenjska,9,840534001,COVID-19,2025-10-09,1
Gorenjska,9,840534001,COVID-19,2025-10-15,10
Gorenjska,9,840534001,COVID-19,2025-10-28,21
Gorenjska,9,840534001,COVID-19,2025-11-03,72
Gorenjska,9,840534001,COVID-19,2025-11-10,29
Gorenjska,9,840534001,COVID-19,2025-11-13,43
Gorenjska,9,840534001,COVID-19,2025-11-19,62
Gorenjska,9,840534001,COVID-19,2025-11-26,42
Goriška,11,46233009,Gripa,2023-10-03,4
Goriška,11,46233009,Gripa,2023-10-06,4
Goriška,11,46233009,Gripa,2023-10-09,6
Goriška,11,46233009,Gripa,2023-10-16,56
Goriška,11,46233009,Gripa,2023-10-19,99
Goriška,11,46233009,Gripa,2023-10-25,129
Goriška,11,46233009,Gripa,2023-11-07,439
Goriška,11,46233009,Gripa,2023-11-10,272
Goriška,11,46233009,Gripa,2023-11-17,91
Goriška,11,46233009,Gripa,2023-11-20,317
Goriška,11,46233009,Gripa,2023-11-23,178
Goriška,11,46233009,Gripa,2023-11-30,94
Goriška,11,46233009,Gripa,2023-12-06,64
Goriška,11,46233009,Gripa,2023-12-16,3
Goriška,11,46233009,Gripa,2023-12-19,59
Goriška,11,46233009,Gripa,2023-12-22,17
Goriška,11,46233009,Gripa,2024-01-04,18
Goriška,11,46233009,Gripa,2024-01-17,2
Goriška,11,46233009,Gripa,2024-01-23,10
Goriška,11,46233009,Gripa,2024-01-30,8
Goriška,11,46233009,Gripa,2024-02-02,1
Goriška,11,46233009,Gripa,2024-02-21,1
Goriška,11,46233009,Gripa,2024-02-28,4
Goriška,11,46233009,Gripa,2024-03-05,1
Goriška,11,46233009,Gripa,2024-09-27,5
Goriška,11,46233009,Gripa,2024-09-30,6
Goriška,11,46233009,Gripa,2024-10-03,7
Goriška,11,46233009,Gripa,2024-10-16,36
Goriška,11,46233009,Gripa,2024-10-22,142
Goriška,11,46233009,Gripa,2024-10-29,109
Goriška,11,46233009,Gripa,2024-11-04,84
Goriška,11,46233009,Gripa,2024-11-11,103
