Statisticna_regija,ID_Statisticna_regija,SNOMED_CT,Naziv,Datum_cepljenja,St_cepljenj
Goriška,11,46233009,Gripa,2024-11-18,117
Goriška,11,46233009,Gripa,2024-11-21,195
Goriška,11,46233009,Gripa,2024-12-04,73
Goriška,11,46233009,Gripa,2024-12-07,8
Goriška,11,46233009,Gripa,2024-12-17,122
Goriška,11,46233009,Gripa,2024-12-20,42
Goriška,11,46233009,Gripa,2024-12-23,14
Goriška,11,46233009,Gripa,2024-12-30,7
Goriška,11,46233009,Gripa,2025-01-08,75
Goriška,11,46233009,Gripa,2025-01-15,30
Goriška,11,46233009,Gripa,2025-01-18,2
Goriška,11,46233009,Gripa,2025-01-21,36
Goriška,11,46233009,Gripa,2025-01-24,24
Goriška,11,46233009,Gripa,2025-01-28,7
Goriška,11,46233009,Gripa,2025-01-31,4
Goriška,11,46233009,Gripa,2025-02-06,3
Goriška,11,46233009,Gripa,2025-02-19,2
Goriška,11,46233009,Gripa,2025-04-08,1
Goriška,11,46233009,Gripa,2025-04-15,1
Goriška,11,46233009,Gripa,2025-10-15,7
Goriška,11,46233009,Gripa,2025-10-21,352
Goriška,11,46233009,Gripa,2025-10-28,336
Goriška,11,46233009,Gripa,2025-11-03,164
Goriška,11,46233009,Gripa,2025-11-06,227
Goriška,11,46233009,Gripa,2025-11-13,310
Goriška,11,46233009,Gripa,2025-11-19,213
Goriška,11,46233009,Gripa,2025-11-26,145
Goriška,11,840534001,COVID-19,2023-09-22,1
Goriška,11,840534001,COVID-19,2023-10-05,1
Goriška,11,840534001,COVID-19,2023-10-18,52
Goriška,11,840534001,COVID-19,2023-10-21,3
Goriška,11,840534001,COVID-19,2023-10-24,38
Goriška,11,840534001,COVID-19,2023-11-03,4
Goriška,11,840534001,COVID-19,2023-11-13,5
Goriška,11,840534001,COVID-19,2023-11-16,5
Goriška,11,840534001,COVID-19,2023-11-22,12
Goriška,11,840534001,COVID-19,2023-11-29,44
Goriška,11,840534001,COVID-19,2023-12-05,25
Goriška,11,840534001,COVID-19,2023-12-08,11
Goriška,11,840534001,COVID-19,2023-12-15,6
Goriška,11,840534001,COVID-19,2023-12-18,1
Goriška,11,840534001,COVID-19,2023-12-21,24
Goriška,11,840534001,COVID-19,2023-12-28,3
Goriška,11,840534001,COVID-19,2024-01-03,3
Goriška,11,840534001,COVID-19,2024-01-16,8
Goriška,11,840534001,COVID-19,2024-02-01,1
Goriška,11,840534001,COVID-19,2024-02-14,2
Goriška,11,840534001,COVID-19,2024-06-15,1
Goriška,11,840534001,COVID-19,2024-09-26,1
Goriška,11,840534001,COVID-19,2024-10-18,33
Goriška,11,840534001,COVID-19,2024-10-25,20
Goriška,11,840534001,COVID-19,2024-11-13,16
Goriška,11,840534001,COVID-19,2024-11-19,44
Goriška,11,840534001,COVID-19,2024-11-26,29
Goriška,11,840534001,COVID-19,2024-11-29,18
Goriška,11,840534001,COVID-19,2024-12-18,6
Goriška,11,840534001,COVID-19,2024-12-28,1
Goriška,11,840534001,COVID-19,2025-01-10,13
Goriška,11,840534001,COVID-19,2025-01-16,1
Goriška,11,840534001,COVID-19,2025-01-29,3
Goriška,11,840534001,COVID-19,2025-02-14,1
Goriška,11,840534001,COVID-19,2025-10-07,1
Goriška,11,840534001,COVID-19,2025-10-10,1
Goriška,11,840534001,COVID-19,2025-10-23,21
Goriška,11,840534001,COVID-19,2025-10-29,30
Goriška,11,840534001,COVID-19,2025-11-05,22
Goriška,11,840534001,COVID-19,2025-11-11,57
Goriška,11,840534001,COVID-19,2025-11-14,31
Goriška,11,840534001,COVID-19,2025-11-21,21
Goriška,11,840534001,COVID-19,2025-11-24,3
Goriška,11,840534001,COVID-19,2025-11-27,5
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-05,34
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-12,20
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-18,13
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-31,2
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-03,5
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-10,57
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-13,17
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-16,18
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-29,3
Jugovzhodna Slovenija,7,46233009,Gripa,2025-02-11,1
Jugovzhodna Slovenija,7,46233009,Gripa,2025-02-14,3
Jugovzhodna Slovenija,7,46233009,Gripa,2025-03-12,1
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-10,17
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-13,19
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-16,100
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-23,545
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-29,204
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-01,2
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-08,3
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-11,336
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-14,264
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-17,107
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-24,66
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-27,164
Koroška,3,840534001,COVID-19,2023-10-06,2
Koroška,3,840534001,COVID-19,2023-10-12,1
Koroška,3,840534001,COVID-19,2023-10-25,55
Koroška,3,840534001,COVID-19,2023-11-04,1
Koroška,3,840534001,COVID-19,2023-11-07,1
Koroška,3,840534001,COVID-19,2023-11-10,40
Koroška,3,840534001,COVID-19,2023-11-20,8
Koroška,3,840534001,COVID-19,2023-11-23,20
Koroška,3,840534001,COVID-19,2023-11-29,94
Koroška,3,840534001,COVID-19,2023-12-06,53
Koroška,3,840534001,COVID-19,2023-12-12,24
Koroška,3,840534001,COVID-19,2023-12-15,2
Koroška,3,840534001,COVID-19,2023-12-22,12
Koroška,3,840534001,COVID-19,2024-01-10,38
Koroška,3,840534001,COVID-19,2024-01-29,1
Koroška,3,840534001,COVID-19,2024-09-17,2
Koroška,3,840534001,COVID-19,2024-10-09,3
Koroška,3,840534001,COVID-19,2024-10-16,4
Koroška,3,840534001,COVID-19,2024-10-19,46
Koroška,3,840534001,COVID-19,2024-10-22,14
Koroška,3,840534001,COVID-19,2024-10-25,4
Koroška,3,840534001,COVID-19,2024-11-07,8
Koroška,3,840534001,COVID-19,2024-11-20,20
Koroška,3,840534001,COVID-19,2024-11-23,41
Koroška,3,840534001,COVID-19,2024-12-03,1
Koroška,3,840534001,COVID-19,2024-12-06,2
Koroška,3,840534001,COVID-19,2024-12-19,3
Koroška,3,840534001,COVID-19,2025-01-10,3
Koroška,3,840534001,COVID-19,2025-01-14,3
Koroška,3,840534001,COVID-19,2025-01-17,1
Koroška,3,840534001,COVID-19,2025-01-23,1
Koroška,3,840534001,COVID-19,2025-02-18,2
Koroška,3,840534001,COVID-19,2025-09-05,1
Koroška,3,840534001,COVID-19,2025-10-14,3
Koroška,3,840534001,COVID-19,2025-10-20,22
Koroška,3,840534001,COVID-19,2025-10-23,13
Koroška,3,840534001,COVID-19,2025-10-30,17
Koroška,3,840534001,COVID-19,2025-11-05,19
Koroška,3,840534001,COVID-19,2025-11-12,54
Koroška,3,840534001,COVID-19,2025-11-18,32
Koroška,3,840534001,COVID-19,2025-11-21,8
Obalno-kraška,12,46233009,Gripa,2023-09-27,1
Obalno-kraška,12,46233009,Gripa,2023-10-04,14
Obalno-kraška,12,46233009,Gripa,2023-10-10,168
Obalno-kraška,12,46233009,Gripa,2023-10-13,101
Obalno-kraška,12,46233009,Gripa,2023-10-20,98
Obalno-kraška,12,46233009,Gripa,2023-10-23,305
Obalno-kraška,12,46233009,Gripa,2023-10-26,282
Obalno-kraška,12,46233009,Gripa,2023-11-02,53
Obalno-kraška,12,46233009,Gripa,2023-11-08,102
Obalno-kraška,12,46233009,Gripa,2023-11-11,6
Obalno-kraška,12,46233009,Gripa,2023-11-18,1
Obalno-kraška,12,46233009,Gripa,2023-11-21,117
Obalno-kraška,12,46233009,Gripa,2023-11-24,55
Obalno-kraška,12,46233009,Gripa,2023-11-27,102
Obalno-kraška,12,46233009,Gripa,2023-12-04,85
Obalno-kraška,12,46233009,Gripa,2023-12-07,62
Obalno-kraška,12,46233009,Gripa,2023-12-13,15
Obalno-kraška,12,46233009,Gripa,2023-12-20,55
Obalno-kraška,12,46233009,Gripa,2023-12-23,1
Obalno-kraška,12,46233009,Gripa,2023-12-26,1
Obalno-kraška,12,46233009,Gripa,2024-01-05,12
Obalno-kraška,12,46233009,Gripa,2024-01-08,31
Obalno-kraška,12,46233009,Gripa,2024-01-11,26
Obalno-kraška,12,46233009,Gripa,2024-01-18,12
Obalno-kraška,12,46233009,Gripa,2024-01-24,5
Obalno-kraška,12,46233009,Gripa,2024-02-06,5
Obalno-kraška,12,46233009,Gripa,2024-03-12,1
Obalno-kraška,12,46233009,Gripa,2024-09-24,5
Obalno-kraška,12,46233009,Gripa,2024-10-01,21
Obalno-kraška,12,46233009,Gripa,2024-10-04,34
Obalno-kraška,12,46233009,Gripa,2024-10-07,163
Obalno-kraška,12,46233009,Gripa,2024-10-14,352
Obalno-kraška,12,46233009,Gripa,2024-10-17,327
Obalno-kraška,12,46233009,Gripa,2024-10-23,119
Obalno-kraška,12,46233009,Gripa,2024-10-30,36
Obalno-kraška,12,46233009,Gripa,2024-11-05,160
Obalno-kraška,12,46233009,Gripa,2024-11-08,138
Obalno-kraška,12,46233009,Gripa,2024-11-15,65
Obalno-kraška,12,46233009,Gripa,2024-11-18,138
Obalno-kraška,12,46233009,Gripa,2024-11-21,89
Obalno-kraška,12,46233009,Gripa,2024-11-28,73
Obalno-kraška,12,46233009,Gripa,2024-12-04,33
Obalno-kraška,12,46233009,Gripa,2024-12-17,15
Obalno-kraška,12,46233009,Gripa,2024-12-20,9
Obalno-kraška,12,46233009,Gripa,2024-12-23,6
Obalno-kraška,12,46233009,Gripa,2024-12-30,2
Obalno-kraška,12,46233009,Gripa,2025-01-08,50
Obalno-kraška,12,46233009,Gripa,2025-01-15,35
Obalno-kraška,12,46233009,Gripa,2025-01-18,1
Obalno-kraška,12,46233009,Gripa,2025-01-21,19
Obalno-kraška,12,46233009,Gripa,2025-01-28,5
Obalno-kraška,12,46233009,Gripa,2025-02-03,4
Obalno-kraška,12,46233009,Gripa,2025-02-06,1
Obalno-kraška,12,46233009,Gripa,2025-02-13,3
Obalno-kraška,12,46233009,Gripa,2025-03-04,2
Obalno-kraška,12,46233009,Gripa,2025-05-30,1
Obalno-kraška,12,46233009,Gripa,2025-10-15,10
Obalno-kraška,12,46233009,Gripa,2025-10-21,538
Obalno-kraška,12,46233009,Gripa,2025-10-28,460
Obalno-kraška,12,46233009,Gripa,2025-11-03,118
Obalno-kraška,12,46233009,Gripa,2025-11-10,130
Obalno-kraška,12,46233009,Gripa,2025-11-13,255
Obalno-kraška,12,46233009,Gripa,2025-11-19,137
Obalno-kraška,12,46233009,Gripa,2025-11-26,85
Jugovzhodna Slovenija,7,46233009,Gripa,2023-09-29,5
Jugovzhodna Slovenija,7,46233009,Gripa,2023-10-06,61
Jugovzhodna Slovenija,7,46233009,Gripa,2023-10-09,62
Jugovzhodna Slovenija,7,46233009,Gripa,2023-10-12,58
Jugovzhodna Slovenija,7,46233009,Gripa,2023-10-25,351
Jugovzhodna Slovenija,7,46233009,Gripa,2023-11-07,264
Jugovzhodna Slovenija,7,46233009,Gripa,2023-11-10,118
Jugovzhodna Slovenija,7,46233009,Gripa,2023-11-13,76
Jugovzhodna Slovenija,7,46233009,Gripa,2023-11-20,61
Jugovzhodna Slovenija,7,46233009,Gripa,2023-11-23,185
Jugovzhodna Slovenija,7,46233009,Gripa,2023-11-29,56
Jugovzhodna Slovenija,7,46233009,Gripa,2023-12-06,42
Jugovzhodna Slovenija,7,46233009,Gripa,2023-12-12,38
Jugovzhodna Slovenija,7,46233009,Gripa,2023-12-19,45
Jugovzhodna Slovenija,7,46233009,Gripa,2023-12-22,28
Jugovzhodna Slovenija,7,46233009,Gripa,2023-12-28,13
Jugovzhodna Slovenija,7,46233009,Gripa,2024-01-04,29
Jugovzhodna Slovenija,7,46233009,Gripa,2024-01-10,9
Jugovzhodna Slovenija,7,46233009,Gripa,2024-01-23,13
Jugovzhodna Slovenija,7,46233009,Gripa,2024-01-26,4
Jugovzhodna Slovenija,7,46233009,Gripa,2024-02-02,2
Jugovzhodna Slovenija,7,46233009,Gripa,2024-02-05,1
Jugovzhodna Slovenija,7,46233009,Gripa,2024-02-21,1
Jugovzhodna Slovenija,7,46233009,Gripa,2024-02-27,1
Jugovzhodna Slovenija,7,46233009,Gripa,2024-03-05,2
Jugovzhodna Slovenija,7,46233009,Gripa,2024-03-11,1
Jugovzhodna Slovenija,7,46233009,Gripa,2024-09-26,2
Jugovzhodna Slovenija,7,46233009,Gripa,2024-09-30,6
Jugovzhodna Slovenija,7,46233009,Gripa,2024-10-03,23
Jugovzhodna Slovenija,7,46233009,Gripa,2024-10-09,153
Jugovzhodna Slovenija,7,46233009,Gripa,2024-10-16,369
Jugovzhodna Slovenija,7,46233009,Gripa,2024-10-19,1
Jugovzhodna Slovenija,7,46233009,Gripa,2024-10-22,301
Jugovzhodna Slovenija,7,46233009,Gripa,2024-10-25,243
Jugovzhodna Slovenija,7,46233009,Gripa,2024-11-04,92
Jugovzhodna Slovenija,7,46233009,Gripa,2024-11-07,229
Jugovzhodna Slovenija,7,46233009,Gripa,2024-11-20,51
Jugovzhodna Slovenija,7,46233009,Gripa,2024-11-23,15
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-03,103
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-06,50
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-09,26
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-16,14
Jugovzhodna Slovenija,7,46233009,Gripa,2024-12-19,19
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-04,1
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-07,164
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-14,64
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-17,11
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-20,13
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-23,9
Jugovzhodna Slovenija,7,46233009,Gripa,2025-01-30,6
Jugovzhodna Slovenija,7,46233009,Gripa,2025-02-18,4
Jugovzhodna Slovenija,7,46233009,Gripa,2025-02-28,1
Jugovzhodna Slovenija,7,46233009,Gripa,2025-03-06,1
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-14,19
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-17,183
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-20,424
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-27,174
Jugovzhodna Slovenija,7,46233009,Gripa,2025-10-30,311
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-05,188
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-12,178
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-15,2
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-18,253
Jugovzhodna Slovenija,7,46233009,Gripa,2025-11-21,113
Obalno-kraška,12,840534001,COVID-19,2023-10-11,8
Obalno-kraška,12,840534001,COVID-19,2023-10-17,38
Obalno-kraška,12,840534001,COVID-19,2023-10-24,34
Obalno-kraška,12,840534001,COVID-19,2023-10-27,76
Obalno-kraška,12,840534001,COVID-19,2023-10-30,6
Obalno-kraška,12,840534001,COVID-19,2023-11-02,27
Obalno-kraška,12,840534001,COVID-19,2023-11-09,74
Obalno-kraška,12,840534001,COVID-19,2023-11-15,17
Obalno-kraška,12,840534001,COVID-19,2023-11-25,1
Obalno-kraška,12,840534001,COVID-19,2023-11-28,1
Obalno-kraška,12,840534001,COVID-19,2023-12-01,46
Obalno-kraška,12,840534001,COVID-19,2023-12-08,39
Obalno-kraška,12,840534001,COVID-19,2023-12-11,32
Obalno-kraška,12,840534001,COVID-19,2023-12-14,30
Obalno-kraška,12,840534001,COVID-19,2023-12-27,1
Obalno-kraška,12,840534001,COVID-19,2024-01-12,11
Obalno-kraška,12,840534001,COVID-19,2024-01-22,1
Obalno-kraška,12,840534001,COVID-19,2024-02-07,2
Obalno-kraška,12,840534001,COVID-19,2024-02-13,1
Obalno-kraška,12,840534001,COVID-19,2024-03-29,1
Obalno-kraška,12,840534001,COVID-19,2024-06-11,2
Obalno-kraška,12,840534001,COVID-19,2024-08-27,1
Obalno-kraška,12,840534001,COVID-19,2024-09-06,1
Obalno-kraška,12,840534001,COVID-19,2024-10-08,8
Obalno-kraška,12,840534001,COVID-19,2024-10-11,1
Obalno-kraška,12,840534001,COVID-19,2024-10-14,57
Obalno-kraška,12,840534001,COVID-19,2024-10-21,129
Obalno-kraška,12,840534001,COVID-19,2024-10-24,104
Obalno-kraška,12,840534001,COVID-19,2024-10-30,2
Obalno-kraška,12,840534001,COVID-19,2024-11-06,2
Obalno-kraška,12,840534001,COVID-19,2024-11-12,3
Obalno-kraška,12,840534001,COVID-19,2024-11-19,5
Obalno-kraška,12,840534001,COVID-19,2024-11-22,17
Obalno-kraška,12,840534001,COVID-19,2024-11-25,31
Obalno-kraška,12,840534001,COVID-19,2024-11-28,24
Obalno-kraška,12,840534001,COVID-19,2024-12-05,12
Obalno-kraška,12,840534001,COVID-19,2024-12-11,11
Obalno-kraška,12,840534001,COVID-19,2024-12-24,2
Obalno-kraška,12,840534001,COVID-19,2025-01-09,1
Obalno-kraška,12,840534001,COVID-19,2025-02-20,1
Obalno-kraška,12,840534001,COVID-19,2025-09-26,5
Obalno-kraška,12,840534001,COVID-19,2025-10-09,1
Obalno-kraška,12,840534001,COVID-19,2025-10-22,71
Obalno-kraška,12,840534001,COVID-19,2025-10-25,1
Obalno-kraška,12,840534001,COVID-19,2025-11-04,126
Obalno-kraška,12,840534001,COVID-19,2025-11-07,26
Obalno-kraška,12,840534001,COVID-19,2025-11-10,14
Obalno-kraška,12,840534001,COVID-19,2025-11-17,11
Obalno-kraška,12,840534001,COVID-19,2025-11-20,35
Obalno-kraška,12,840534001,COVID-19,2025-11-26,2
Goriška,11,840534001,COVID-19,2023-09-13,1
Goriška,11,840534001,COVID-19,2023-09-20,1
Goriška,11,840534001,COVID-19,2023-10-06,5
Goriška,11,840534001,COVID-19,2023-10-09,5
Goriška,11,840534001,COVID-19,2023-10-12,1
Goriška,11,840534001,COVID-19,2023-10-25,37
Goriška,11,840534001,COVID-19,2023-11-07,155
Goriška,11,840534001,COVID-19,2023-11-10,101
Goriška,11,840534001,COVID-19,2023-11-17,2
Goriška,11,840534001,COVID-19,2023-11-20,186
Goriška,11,840534001,COVID-19,2023-11-23,56
Goriška,11,840534001,COVID-19,2023-12-06,135
Goriška,11,840534001,COVID-19,2023-12-12,33
Goriška,11,840534001,COVID-19,2023-12-19,10
Goriška,11,840534001,COVID-19,2023-12-22,4
Goriška,11,840534001,COVID-19,2024-01-04,2
Goriška,11,840534001,COVID-19,2024-01-10,39
Goriška,11,840534001,COVID-19,2024-01-17,3
Goriška,11,840534001,COVID-19,2024-01-23,1
Goriška,11,840534001,COVID-19,2024-01-26,17
Goriška,11,840534001,COVID-19,2024-02-21,2
Goriška,11,840534001,COVID-19,2024-09-20,4
Goriška,11,840534001,COVID-19,2024-09-23,1
Goriška,11,840534001,COVID-19,2024-09-30,2
Goriška,11,840534001,COVID-19,2024-10-16,2
Goriška,11,840534001,COVID-19,2024-10-22,22
Goriška,11,840534001,COVID-19,2024-10-29,5
Goriška,11,840534001,COVID-19,2024-11-04,1
Goriška,11,840534001,COVID-19,2024-11-07,2
Goriška,11,840534001,COVID-19,2024-11-14,15
Goriška,11,840534001,COVID-19,2024-11-20,16
Goriška,11,840534001,COVID-19,2024-11-23,1
Goriška,11,840534001,COVID-19,2024-11-27,14
Goriška,11,840534001,COVID-19,2024-12-03,6
Goriška,11,840534001,COVID-19,2024-12-06,5
Goriška,11,840534001,COVID-19,2024-12-13,55
Goriška,11,840534001,COVID-19,2024-12-19,4
Goriška,11,840534001,COVID-19,2025-01-07,6
Goriška,11,840534001,COVID-19,2025-01-14,1
Goriška,11,840534001,COVID-19,2025-01-17,20
Goriška,11,840534001,COVID-19,2025-01-20,3
Goriška,11,840534001,COVID-19,2025-02-21,2
Goriška,11,840534001,COVID-19,2025-05-19,1
Goriška,11,840534001,COVID-19,2025-10-17,4
Goriška,11,840534001,COVID-19,2025-10-20,27
Goriška,11,840534001,COVID-19,2025-10-30,7
Goriška,11,840534001,COVID-19,2025-11-12,81
Goriška,11,840534001,COVID-19,2025-11-18,10
Goriška,11,840534001,COVID-19,2025-11-25,105
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-10-17,27
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-10-20,7
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-10-23,11
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-10-30,10
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-02,49
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-08,44
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-15,19
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-18,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-21,56
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-24,10
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-11-28,15
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-12-01,14
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-12-04,10
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-12-07,43
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-12-14,45
Jugovzhodna Slovenija,7,840534001,COVID-19,2023-12-20,6
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-01-05,9
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-01-15,2
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-01-18,4
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-02-13,11
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-03-29,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-09-05,3
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-09-18,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-10-11,37
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-10-14,6
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-10-17,34
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-10-30,61
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-11-12,37
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-11-15,17
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-11-18,4
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-11-28,5
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-12-04,3
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-12-11,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2024-12-17,6
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-01-09,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-01-28,2
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-02-03,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-02-07,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-02-10,2
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-09-29,3
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-10-02,3
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-10-22,104
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-10-28,71
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-11-07,1
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-11-10,3
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-11-13,69
Jugovzhodna Slovenija,7,840534001,COVID-19,2025-11-26,4
Osrednjeslovenska,8,46233009,Gripa,2023-09-27,1
Osrednjeslovenska,8,46233009,Gripa,2023-10-10,340
Osrednjeslovenska,8,46233009,Gripa,2023-10-13,437
Osrednjeslovenska,8,46233009,Gripa,2023-10-16,479
Osrednjeslovenska,8,46233009,Gripa,2023-10-23,579
Osrednjeslovenska,8,46233009,Gripa,2023-10-26,995
Osrednjeslovenska,8,46233009,Gripa,2023-10-29,1
Osrednjeslovenska,8,46233009,Gripa,2023-11-08,1461
Osrednjeslovenska,8,46233009,Gripa,2023-11-11,221
Osrednjeslovenska,8,46233009,Gripa,2023-11-14,706
Osrednjeslovenska,8,46233009,Gripa,2023-11-17,787
Osrednjeslovenska,8,46233009,Gripa,2023-11-21,718
Osrednjeslovenska,8,46233009,Gripa,2023-11-24,516
Osrednjeslovenska,8,46233009,Gripa,2023-11-27,292
Osrednjeslovenska,8,46233009,Gripa,2023-11-30,515
Osrednjeslovenska,8,46233009,Gripa,2023-12-07,435
Osrednjeslovenska,8,46233009,Gripa,2023-12-13,240
Osrednjeslovenska,8,46233009,Gripa,2023-12-16,4
Osrednjeslovenska,8,46233009,Gripa,2023-12-26,1
Osrednjeslovenska,8,46233009,Gripa,2023-12-29,31
Osrednjeslovenska,8,46233009,Gripa,2024-01-08,72
Osrednjeslovenska,8,46233009,Gripa,2024-01-11,98
Osrednjeslovenska,8,46233009,Gripa,2024-01-24,36
Osrednjeslovenska,8,46233009,Gripa,2024-01-30,27
Osrednjeslovenska,8,46233009,Gripa,2024-02-06,30
Osrednjeslovenska,8,46233009,Gripa,2024-02-09,1
Osrednjeslovenska,8,46233009,Gripa,2024-02-12,6
Osrednjeslovenska,8,46233009,Gripa,2024-02-15,17
Osrednjeslovenska,8,46233009,Gripa,2024-02-22,8
Osrednjeslovenska,8,46233009,Gripa,2024-02-28,1
Osrednjeslovenska,8,46233009,Gripa,2024-03-12,2
Osrednjeslovenska,8,46233009,Gripa,2024-03-15,2
Osrednjeslovenska,8,46233009,Gripa,2024-09-24,3
Osrednjeslovenska,8,46233009,Gripa,2024-09-27,30
Osrednjeslovenska,8,46233009,Gripa,2024-10-04,171
Osrednjeslovenska,8,46233009,Gripa,2024-10-07,322
Osrednjeslovenska,8,46233009,Gripa,2024-10-10,736
Osrednjeslovenska,8,46233009,Gripa,2024-10-23,1054
Osrednjeslovenska,8,46233009,Gripa,2024-10-26,5
Osrednjeslovenska,8,46233009,Gripa,2024-11-02,4
Osrednjeslovenska,8,46233009,Gripa,2024-11-05,882
Osrednjeslovenska,8,46233009,Gripa,2024-11-08,1192
Osrednjeslovenska,8,46233009,Gripa,2024-11-11,532
Osrednjeslovenska,8,46233009,Gripa,2024-11-18,454
Osrednjeslovenska,8,46233009,Gripa,2024-11-21,746
Osrednjeslovenska,8,46233009,Gripa,2024-11-24,14
Osrednjeslovenska,8,46233009,Gripa,2024-11-27,474
Osrednjeslovenska,8,46233009,Gripa,2024-12-04,247
Osrednjeslovenska,8,46233009,Gripa,2024-12-10,266
Osrednjeslovenska,8,46233009,Gripa,2024-12-17,170
Osrednjeslovenska,8,46233009,Gripa,2024-12-20,137
Osrednjeslovenska,8,46233009,Gripa,2024-12-23,71
Osrednjeslovenska,8,46233009,Gripa,2025-01-05,2
Osrednjeslovenska,8,46233009,Gripa,2025-01-08,445
Osrednjeslovenska,8,46233009,Gripa,2025-01-11,6
Osrednjeslovenska,8,46233009,Gripa,2025-01-18,40
Osrednjeslovenska,8,46233009,Gripa,2025-01-21,96
Osrednjeslovenska,8,46233009,Gripa,2025-01-24,32
